A_name,B_name,A_rank,B_rank,A_rank_points,B_rank_points,A_age,B_age,A_height,B_height,A_seed,B_seed,surface,tourney_level,best_of,A_id,B_id
Jannik Sinner,Novak Djokovic,1,8,13450,3760,24.0,39.0,191,188,1.0,7.0,Grass,G,5,206173.0,104925.0
Arthur Fery,Alexander Zverev,114,3,547,7190,23.0,29.0,175,198,,2.0,Grass,G,5,209259.0,100644.0
