tourney_date,year,A_name,B_name,surface,tourney_level,best_of,y
20181015,2018,Tennys Sandgren,Lucas Pouille,Hard,A,3,1
20181015,2018,Yuki Bhambri,Salvatore Caruso,Hard,A,3,0
20181015,2018,Mischa Zverev,Benoit Paire,Hard,A,3,0
20181015,2018,Jurgen Zopp,Oscar Otte,Hard,A,3,0
20181015,2018,Albert Ramos,Stephane Robert,Hard,A,3,1
20181015,2018,Adrian Mannarino,Evgeny Karlovskiy,Hard,A,3,1
20181015,2018,Bradley Klahn,Marius Copil,Hard,A,3,1
20181015,2018,Diego Schwartzman,Cameron Norrie,Hard,A,3,1
20181015,2018,Dusan Lajovic,Daniil Medvedev,Hard,A,3,0
20181015,2018,Lukas Lacko,Fabio Fognini,Hard,A,3,0
20181015,2018,Mackenzie Mcdonald,Gilles Simon,Hard,A,3,0
20181015,2018,Aljaz Bedene,Ricardas Berankis,Hard,A,3,0
20181015,2018,Denis Kudla,Hyeon Chung,Hard,A,3,0
20181015,2018,Milos Raonic,Vasek Pospisil,Hard,A,3,0
20181015,2018,Lukas Rosol,Karen Khachanov,Hard,A,3,0
20181015,2018,Stefanos Tsitsipas,John Millman,Hard,A,3,1
20181015,2018,Jo-Wilfried Tsonga,Gael Monfils,Hard,A,3,0
20181015,2018,Mirza Basic,Nick Kyrgios,Hard,A,3,1
20181015,2018,Philipp Kohlschreiber,Fernando Verdasco,Hard,A,3,1
20181015,2018,Jan Lennard Struff,Feliciano Lopez,Hard,A,3,1
20181015,2018,Andreas Seppi,Pierre Hugues Herbert,Hard,A,3,1
20181015,2018,Denis Shapovalov,Ernests Gulbis,Hard,A,3,0
20181015,2018,Richard Gasquet,Jiri Vesely,Hard,A,3,1
20181015,2018,Evgeny Donskoy,Filip Krajinovic,Hard,A,3,0
20181015,2018,Jack Sock,Elias Ymer,Hard,A,3,1
20181015,2018,Ilya Ivashka,Salvatore Caruso,Hard,A,3,1
20181015,2018,Egor Gerasimov,Benoit Paire,Hard,A,3,1
20181015,2018,Oscar Otte,Tennys Sandgren,Hard,A,3,0
20181015,2018,Albert Ramos,Kyle Edmund,Hard,A,3,0
20181015,2018,Adrian Mannarino,Marco Cecchinato,Hard,A,3,1
20181015,2018,John Isner,Bradley Klahn,Hard,A,3,1
20181015,2018,Gilles Simon,Diego Schwartzman,Hard,A,3,0
20181015,2018,Daniil Medvedev,Ricardas Berankis,Hard,A,3,1
20181015,2018,Fabio Fognini,Hyeon Chung,Hard,A,3,1
20181015,2018,Gael Monfils,Vasek Pospisil,Hard,A,3,1
20181015,2018,Karen Khachanov,Mirza Basic,Hard,A,3,1
20181015,2018,Stefanos Tsitsipas,Philipp Kohlschreiber,Hard,A,3,1
20181015,2018,Richard Gasquet,Jan Lennard Struff,Hard,A,3,1
20181015,2018,Filip Krajinovic,Andreas Seppi,Hard,A,3,0
20181015,2018,Jack Sock,Ernests Gulbis,Hard,A,3,0
20181015,2018,Ilya Ivashka,Kyle Edmund,Hard,A,3,0
20181015,2018,Egor Gerasimov,Adrian Mannarino,Hard,A,3,0
20181015,2018,Tennys Sandgren,John Isner,Hard,A,3,0
20181015,2018,Diego Schwartzman,Gael Monfils,Hard,A,3,0
20181015,2018,Daniil Medvedev,Karen Khachanov,Hard,A,3,0
20181015,2018,Stefanos Tsitsipas,Fabio Fognini,Hard,A,3,1
20181015,2018,Kyle Edmund,Richard Gasquet,Hard,A,3,1
20181015,2018,Andreas Seppi,Adrian Mannarino,Hard,A,3,0
20181015,2018,John Isner,Ernests Gulbis,Hard,A,3,0
20181015,2018,Gael Monfils,Kyle Edmund,Hard,A,3,0
20181015,2018,Adrian Mannarino,Karen Khachanov,Hard,A,3,0
20181015,2018,Stefanos Tsitsipas,Ernests Gulbis,Hard,A,3,1
20181022,2018,Alexander Zverev,Robin Haase,Hard,A,3,1
20181022,2018,Nikoloz Basilashvili,Kevin Anderson,Hard,A,3,0
20181022,2018,Alexei Popyrin,Matthew Ebden,Hard,A,3,1
20181022,2018,Jurgen Melzer,Milos Raonic,Hard,A,3,1
20181022,2018,Adrian Mannarino,Dusan Lajovic,Hard,A,3,0
20181022,2018,Lucas Pouille,Philipp Kohlschreiber,Hard,A,3,1
20181022,2018,Joao Sousa,Roberto Bautista Agut,Hard,A,3,0
20181022,2018,Albert Ramos,Borna Coric,Hard,A,3,0
20181022,2018,Marin Cilic,Denis Shapovalov,Hard,A,3,1
20181022,2018,John Isner,Cameron Norrie,Hard,A,3,1
20181022,2018,Marius Copil,Ryan Harrison,Hard,A,3,1
20181022,2018,Steve Johnson,Gael Monfils,Hard,A,3,0
20181022,2018,Taylor Fritz,Laslo Djere,Hard,A,3,1
20181022,2018,Fernando Verdasco,Pierre Hugues Herbert,Hard,A,3,1
20181022,2018,Marco Cecchinato,Henri Laaksonen,Hard,A,3,0
20181022,2018,Kyle Edmund,Diego Schwartzman,Hard,A,3,1
20181022,2018,Daniil Medvedev,Maximilian Marterer,Hard,A,3,1
20181022,2018,Fabio Fognini,Damir Dzumhur,Hard,A,3,1
20181022,2018,Andreas Seppi,Taro Daniel,Hard,A,3,1
20181022,2018,Felix Auger Aliassime,Marton Fucsovics,Hard,A,3,0
20181022,2018,Peter Gojowczyk,Nicolas Jarry,Hard,A,3,1
20181022,2018,Andrey Rublev,Denis Kudla,Hard,A,3,1
20181022,2018,Jeremy Chardy,Stefanos Tsitsipas,Hard,A,3,0
20181022,2018,Grigor Dimitrov,Mikhail Kukushkin,Hard,A,3,0
20181022,2018,Ernests Gulbis,Jack Sock,Hard,A,3,1
20181022,2018,Frances Tiafoe,Kei Nishikori,Hard,A,3,0
20181022,2018,Leonardo Mayer,Gilles Simon,Hard,A,3,0
20181022,2018,Karen Khachanov,Dennis Novak,Hard,A,3,1
20181022,2018,John Millman,Jan Lennard Struff,Hard,A,3,0
20181022,2018,Jo-Wilfried Tsonga,Sam Querrey,Hard,A,3,0
20181022,2018,Roger Federer,Filip Krajinovic,Hard,A,3,1
20181022,2018,Ruben Bemelmans,Dominic Thiem,Hard,A,3,0
20181022,2018,Alexei Popyrin,Alexander Zverev,Hard,A,3,0
20181022,2018,Jurgen Melzer,Kevin Anderson,Hard,A,3,0
20181022,2018,Roberto Bautista Agut,Dusan Lajovic,Hard,A,3,1
20181022,2018,Borna Coric,Lucas Pouille,Hard,A,3,1
20181022,2018,Marin Cilic,Marius Copil,Hard,A,3,0
20181022,2018,Gael Monfils,John Isner,Hard,A,3,1
20181022,2018,Henri Laaksonen,Taylor Fritz,Hard,A,3,0
20181022,2018,Fernando Verdasco,Kyle Edmund,Hard,A,3,1
20181022,2018,Daniil Medvedev,Andreas Seppi,Hard,A,3,1
20181022,2018,Fabio Fognini,Marton Fucsovics,Hard,A,3,0
20181022,2018,Peter Gojowczyk,Stefanos Tsitsipas,Hard,A,3,0
20181022,2018,Mikhail Kukushkin,Andrey Rublev,Hard,A,3,1
20181022,2018,Gilles Simon,Ernests Gulbis,Hard,A,3,1
20181022,2018,Karen Khachanov,Kei Nishikori,Hard,A,3,0
20181022,2018,Jan Lennard Struff,Roger Federer,Hard,A,3,0
20181022,2018,Sam Querrey,Dominic Thiem,Hard,A,3,0
20181022,2018,Alexander Zverev,Roberto Bautista Agut,Hard,A,3,1
20181022,2018,Kevin Anderson,Borna Coric,Hard,A,3,1
20181022,2018,Taylor Fritz,Marius Copil,Hard,A,3,0
20181022,2018,Gael Monfils,Fernando Verdasco,Hard,A,3,0
20181022,2018,Daniil Medvedev,Stefanos Tsitsipas,Hard,A,3,1
20181022,2018,Marton Fucsovics,Mikhail Kukushkin,Hard,A,3,0
20181022,2018,Roger Federer,Gilles Simon,Hard,A,3,1
20181022,2018,Dominic Thiem,Kei Nishikori,Hard,A,3,0
20181022,2018,Alexander Zverev,Marius Copil,Hard,A,3,0
20181022,2018,Kevin Anderson,Fernando Verdasco,Hard,A,3,1
20181022,2018,Daniil Medvedev,Roger Federer,Hard,A,3,0
20181022,2018,Kei Nishikori,Mikhail Kukushkin,Hard,A,3,1
20181022,2018,Roger Federer,Marius Copil,Hard,A,3,1
20181022,2018,Kei Nishikori,Kevin Anderson,Hard,A,3,0
20181029,2018,Joao Sousa,Marco Cecchinato,Hard,M,3,1
20181029,2018,Peter Gojowczyk,Damir Dzumhur,Hard,M,3,0
20181029,2018,Roberto Bautista Agut,Steve Johnson,Hard,M,3,1
20181029,2018,Robin Haase,Philipp Kohlschreiber,Hard,M,3,0
20181029,2018,Milos Raonic,Jo-Wilfried Tsonga,Hard,M,3,1
20181029,2018,Benoit Paire,Marton Fucsovics,Hard,M,3,0
20181029,2018,Ugo Humbert,Adrian Mannarino,Hard,M,3,0
20181029,2018,John Millman,Nikoloz Basilashvili,Hard,M,3,0
20181029,2018,Pierre Hugues Herbert,Mikhail Kukushkin,Hard,M,3,0
20181029,2018,Karen Khachanov,Filip Krajinovic,Hard,M,3,1
20181029,2018,Feliciano Lopez,Alex De Minaur,Hard,M,3,1
20181029,2018,Nicolas Mahut,Frances Tiafoe,Hard,M,3,0
20181029,2018,Lucas Pouille,Gilles Simon,Hard,M,3,0
20181029,2018,Daniil Medvedev,Pablo Carreno Busta,Hard,M,3,1
20181029,2018,Richard Gasquet,Denis Shapovalov,Hard,M,3,1
20181029,2018,Jeremy Chardy,Fernando Verdasco,Hard,M,3,0
20181029,2018,Joao Sousa,Novak Djokovic,Hard,M,3,0
20181029,2018,Stefanos Tsitsipas,Damir Dzumhur,Hard,M,3,0
20181029,2018,Grigor Dimitrov,Roberto Bautista Agut,Hard,M,3,1
20181029,2018,Marin Cilic,Philipp Kohlschreiber,Hard,M,3,1
20181029,2018,Roger Federer,Milos Raonic,Hard,M,3,1
20181029,2018,Fabio Fognini,Marton Fucsovics,Hard,M,3,1
20181029,2018,Adrian Mannarino,Kei Nishikori,Hard,M,3,0
20181029,2018,Nikoloz Basilashvili,Kevin Anderson,Hard,M,3,0
20181029,2018,John Isner,Mikhail Kukushkin,Hard,M,3,1
20181029,2018,Karen Khachanov,Matthew Ebden,Hard,M,3,1
20181029,2018,Diego Schwartzman,Feliciano Lopez,Hard,M,3,1
20181029,2018,Frances Tiafoe,Alexander Zverev,Hard,M,3,0
20181029,2018,Dominic Thiem,Gilles Simon,Hard,M,3,1
20181029,2018,Borna Coric,Daniil Medvedev,Hard,M,3,1
20181029,2018,Richard Gasquet,Jack Sock,Hard,M,3,0
20181029,2018,Fernando Verdasco,Malek Jaziri,Hard,M,3,0
20181029,2018,Damir Dzumhur,Novak Djokovic,Hard,M,3,0
20181029,2018,Marin Cilic,Grigor Dimitrov,Hard,M,3,1
20181029,2018,Fabio Fognini,Roger Federer,Hard,M,3,0
20181029,2018,Kei Nishikori,Kevin Anderson,Hard,M,3,1
20181029,2018,John Isner,Karen Khachanov,Hard,M,3,0
20181029,2018,Diego Schwartzman,Alexander Zverev,Hard,M,3,0
20181029,2018,Borna Coric,Dominic Thiem,Hard,M,3,0
20181029,2018,Jack Sock,Malek Jaziri,Hard,M,3,1
20181029,2018,Marin Cilic,Novak Djokovic,Hard,M,3,0
20181029,2018,Roger Federer,Kei Nishikori,Hard,M,3,1
20181029,2018,Karen Khachanov,Alexander Zverev,Hard,M,3,1
20181029,2018,Dominic Thiem,Jack Sock,Hard,M,3,1
20181029,2018,Roger Federer,Novak Djokovic,Hard,M,3,0
20181029,2018,Karen Khachanov,Dominic Thiem,Hard,M,3,1
20181029,2018,Novak Djokovic,Karen Khachanov,Hard,M,3,0
20181105,2018,Liam Caruana,Andrey Rublev,Hard,F,3,0
20181105,2018,Taylor Fritz,Liam Caruana,Hard,F,3,1
20181105,2018,Taylor Fritz,Andrey Rublev,Hard,F,3,0
20181105,2018,Alex De Minaur,Liam Caruana,Hard,F,3,1
20181105,2018,Alex De Minaur,Andrey Rublev,Hard,F,3,1
20181105,2018,Taylor Fritz,Alex De Minaur,Hard,F,3,0
20181105,2018,Jaume Munar,Hubert Hurkacz,Hard,F,3,0
20181105,2018,Jaume Munar,Frances Tiafoe,Hard,F,3,1
20181105,2018,Hubert Hurkacz,Frances Tiafoe,Hard,F,3,0
20181105,2018,Jaume Munar,Stefanos Tsitsipas,Hard,F,3,0
20181105,2018,Stefanos Tsitsipas,Hubert Hurkacz,Hard,F,3,1
20181105,2018,Frances Tiafoe,Stefanos Tsitsipas,Hard,F,3,0
20181105,2018,Jaume Munar,Alex De Minaur,Hard,F,3,0
20181105,2018,Stefanos Tsitsipas,Andrey Rublev,Hard,F,3,1
20181105,2018,Alex De Minaur,Stefanos Tsitsipas,Hard,F,3,0
20181105,2018,Jaume Munar,Andrey Rublev,Hard,F,3,0
20181112,2018,Dominic Thiem,Kei Nishikori,Hard,F,3,1
20181112,2018,Kei Nishikori,Kevin Anderson,Hard,F,3,0
20181112,2018,Kevin Anderson,Dominic Thiem,Hard,F,3,1
20181112,2018,Roger Federer,Kei Nishikori,Hard,F,3,0
20181112,2018,Roger Federer,Dominic Thiem,Hard,F,3,1
20181112,2018,Kevin Anderson,Roger Federer,Hard,F,3,0
20181112,2018,Marin Cilic,John Isner,Hard,F,3,1
20181112,2018,John Isner,Alexander Zverev,Hard,F,3,0
20181112,2018,Alexander Zverev,Marin Cilic,Hard,F,3,1
20181112,2018,Novak Djokovic,John Isner,Hard,F,3,1
20181112,2018,Novak Djokovic,Marin Cilic,Hard,F,3,1
20181112,2018,Alexander Zverev,Novak Djokovic,Hard,F,3,0
20181112,2018,Alexander Zverev,Roger Federer,Hard,F,3,1
20181112,2018,Kevin Anderson,Novak Djokovic,Hard,F,3,0
20181112,2018,Novak Djokovic,Alexander Zverev,Hard,F,3,0
20181123,2018,Jeremy Chardy,Borna Coric,Clay,D,3,0
20181123,2018,Marin Cilic,Jo-Wilfried Tsonga,Clay,D,3,1
20181123,2018,Lucas Pouille,Marin Cilic,Clay,D,3,0
20181231,2018,Pierre Hugues Herbert,Dominic Thiem,Hard,A,3,1
20181231,2018,Taylor Fritz,Denis Kudla,Hard,A,3,0
20181231,2018,Peter Gojowczyk,Maximilian Marterer,Hard,A,3,0
20181231,2018,Ernests Gulbis,Pedro Sousa,Hard,A,3,1
20181231,2018,John Millman,Tennys Sandgren,Hard,A,3,1
20181231,2018,Tomas Berdych,Philipp Kohlschreiber,Hard,A,3,1
20181231,2018,Ivo Karlovic,Felix Auger Aliassime,Hard,A,3,1
20181231,2018,Yoshihito Nishioka,Grigor Dimitrov,Hard,A,3,0
20181231,2018,Fernando Verdasco,Paolo Lorenzi,Hard,A,3,1
20181231,2018,Pablo Andujar,Evgeny Donskoy,Hard,A,3,0
20181231,2018,Marco Cecchinato,Sergiy Stakhovsky,Hard,A,3,1
20181231,2018,Ugo Humbert,Yasutaka Uchiyama,Hard,A,3,0
20181231,2018,Cem Ilkel,Guido Pella,Hard,A,3,0
20181231,2018,Marcel Granollers,Ramkumar Ramanathan,Hard,A,3,0
20181231,2018,Jeremy Chardy,Jan Lennard Struff,Hard,A,3,1
20181231,2018,Adrian Mannarino,Dusan Lajovic,Hard,A,3,0
20181231,2018,Michael Mmoh,Prajnesh Gunneswaran,Hard,A,3,1
20181231,2018,Nick Kyrgios,Ryan Harrison,Hard,A,3,1
20181231,2018,David Goffin,Ricardas Berankis,Hard,A,3,0
20181231,2018,Roberto Carballes Baena,Steve Darcis,Hard,A,3,0
20181231,2018,Milos Raonic,Aljaz Bedene,Hard,A,3,1
20181231,2018,Matteo Berrettini,Roberto Bautista Agut,Hard,A,3,0
20181231,2018,Thiago Monteiro,Benoit Paire,Hard,A,3,0
20181231,2018,Miomir Kecmanovic,Leonardo Mayer,Hard,A,3,1
20181231,2018,Mubarak Shannan Zayid,Guillermo Garcia Lopez,Hard,A,3,0
20181231,2018,Antoine Hoang,Jiri Vesely,Hard,A,3,0
20181231,2018,Andy Murray,James Duckworth,Hard,A,3,1
20181231,2018,Robin Haase,Nicolas Jarry,Hard,A,3,0
20181231,2018,Hubert Hurkacz,Ilya Ivashka,Hard,A,3,0
20181231,2018,Karen Khachanov,Stan Wawrinka,Hard,A,3,0
20181231,2018,Alex De Minaur,Alexei Popyrin,Hard,A,3,1
20181231,2018,Albert Ramos,Nikoloz Basilashvili,Hard,A,3,0
20181231,2018,Jaume Munar,Radu Albot,Hard,A,3,1
20181231,2018,Jordan Thompson,Alex Bolt,Hard,A,3,1
20181231,2018,Andrey Rublev,Andreas Seppi,Hard,A,3,1
20181231,2018,Denis Istomin,Simone Bolelli,Hard,A,3,0
20181231,2018,Thanasi Kokkinakis,Jo-Wilfried Tsonga,Hard,A,3,0
20181231,2018,Marton Fucsovics,Marius Copil,Hard,A,3,1
20181231,2018,Laslo Djere,Arjun Kadhe,Hard,A,3,1
20181231,2018,Novak Djokovic,Damir Dzumhur,Hard,A,3,1
20181231,2018,Kei Nishikori,Denis Kudla,Hard,A,3,1
20181231,2018,Maximilian Marterer,Pierre Hugues Herbert,Hard,A,3,0
20181231,2018,Hyeon Chung,Ernests Gulbis,Hard,A,3,0
20181231,2018,John Millman,Grigor Dimitrov,Hard,A,3,0
20181231,2018,Fernando Verdasco,Tomas Berdych,Hard,A,3,0
20181231,2018,Evgeny Donskoy,Ivo Karlovic,Hard,A,3,0
20181231,2018,Yasutaka Uchiyama,Kyle Edmund,Hard,A,3,1
20181231,2018,Marco Cecchinato,Guido Pella,Hard,A,3,1
20181231,2018,Ramkumar Ramanathan,Malek Jaziri,Hard,A,3,0
20181231,2018,Jeremy Chardy,Nick Kyrgios,Hard,A,3,1
20181231,2018,Ricardas Berankis,Dusan Lajovic,Hard,A,3,0
20181231,2018,Michael Mmoh,Steve Darcis,Hard,A,3,0
20181231,2018,Miomir Kecmanovic,Milos Raonic,Hard,A,3,0
20181231,2018,Roberto Bautista Agut,Guillermo Garcia Lopez,Hard,A,3,1
20181231,2018,Benoit Paire,Jiri Vesely,Hard,A,3,1
20181231,2018,Andy Murray,Daniil Medvedev,Hard,A,3,0
20181231,2018,Nicolas Jarry,Stan Wawrinka,Hard,A,3,0
20181231,2018,Gilles Simon,Ilya Ivashka,Hard,A,3,1
20181231,2018,Jordan Thompson,Alex De Minaur,Hard,A,3,0
20181231,2018,Andrey Rublev,Nikoloz Basilashvili,Hard,A,3,0
20181231,2018,Jaume Munar,Simone Bolelli,Hard,A,3,1
20181231,2018,Jo-Wilfried Tsonga,Taro Daniel,Hard,A,3,1
20181231,2018,Marton Fucsovics,Novak Djokovic,Hard,A,3,0
20181231,2018,Laslo Djere,Kevin Anderson,Hard,A,3,0
20181231,2018,Kei Nishikori,Grigor Dimitrov,Hard,A,3,1
20181231,2018,Pierre Hugues Herbert,Tomas Berdych,Hard,A,3,0
20181231,2018,Ernests Gulbis,Ivo Karlovic,Hard,A,3,0
20181231,2018,Yasutaka Uchiyama,Jeremy Chardy,Hard,A,3,0
20181231,2018,Marco Cecchinato,Dusan Lajovic,Hard,A,3,1
20181231,2018,Malek Jaziri,Steve Darcis,Hard,A,3,0
20181231,2018,Daniil Medvedev,Milos Raonic,Hard,A,3,1
20181231,2018,Stan Wawrinka,Roberto Bautista Agut,Hard,A,3,0
20181231,2018,Benoit Paire,Gilles Simon,Hard,A,3,0
20181231,2018,Jo-Wilfried Tsonga,Alex De Minaur,Hard,A,3,1
20181231,2018,Novak Djokovic,Nikoloz Basilashvili,Hard,A,3,1
20181231,2018,Jaume Munar,Kevin Anderson,Hard,A,3,0
20181231,2018,Jeremy Chardy,Kei Nishikori,Hard,A,3,0
20181231,2018,Tomas Berdych,Marco Cecchinato,Hard,A,3,1
20181231,2018,Ivo Karlovic,Steve Darcis,Hard,A,3,1
20181231,2018,Daniil Medvedev,Jo-Wilfried Tsonga,Hard,A,3,1
20181231,2018,Roberto Bautista Agut,Novak Djokovic,Hard,A,3,1
20181231,2018,Gilles Simon,Kevin Anderson,Hard,A,3,0
20181231,2018,Daniil Medvedev,Kei Nishikori,Hard,A,3,0
20181231,2018,Tomas Berdych,Roberto Bautista Agut,Hard,A,3,0
20181231,2018,Kevin Anderson,Ivo Karlovic,Hard,A,3,1
20190107,2019,Guido Pella,Peter Gojowczyk,Hard,A,3,0
20190107,2019,Jordan Thompson,Adrian Mannarino,Hard,A,3,1
20190107,2019,Bradley Klahn,Philipp Kohlschreiber,Hard,A,3,0
20190107,2019,Reilly Opelka,Albert Ramos,Hard,A,3,1
20190107,2019,Ugo Humbert,Pablo Cuevas,Hard,A,3,1
20190107,2019,Dusan Lajovic,Alex De Minaur,Hard,A,3,0
20190107,2019,Tennys Sandgren,Maximilian Marterer,Hard,A,3,1
20190107,2019,Malek Jaziri,Sam Querrey,Hard,A,3,0
20190107,2019,Mackenzie Mcdonald,Matteo Berrettini,Hard,A,3,0
20190107,2019,Frances Tiafoe,John Millman,Hard,A,3,0
20190107,2019,Steve Johnson,Leonardo Mayer,Hard,A,3,0
20190107,2019,Marton Fucsovics,James Duckworth,Hard,A,3,1
20190107,2019,Jose Rubin Statham,Hyeon Chung,Hard,A,3,1
20190107,2019,Lucas Pouille,Andrey Rublev,Hard,A,3,0
20190107,2019,Laslo Djere,Jan Lennard Struff,Hard,A,3,0
20190107,2019,Yoshihito Nishioka,Ryan Harrison,Hard,A,3,1
20190107,2019,Robin Haase,David Ferrer,Hard,A,3,0
20190107,2019,Guillermo Garcia Lopez,Denis Kudla,Hard,A,3,1
20190107,2019,Joao Sousa,Denis Shapovalov,Hard,A,3,1
20190107,2019,Andreas Seppi,Jeremy Chardy,Hard,A,3,1
20190107,2019,Cameron Norrie,Benoit Paire,Hard,A,3,1
20190107,2019,Martin Klizan,Alexei Popyrin,Hard,A,3,1
20190107,2019,Taylor Fritz,Marius Copil,Hard,A,3,1
20190107,2019,Guido Andreozzi,Matthew Ebden,Hard,A,3,1
20190107,2019,Fabio Fognini,Peter Gojowczyk,Hard,A,3,1
20190107,2019,Jordan Thompson,Taro Daniel,Hard,A,3,1
20190107,2019,Ugo Humbert,Philipp Kohlschreiber,Hard,A,3,0
20190107,2019,Alex De Minaur,Reilly Opelka,Hard,A,3,1
20190107,2019,Tennys Sandgren,Marco Cecchinato,Hard,A,3,1
20190107,2019,Gilles Simon,Sam Querrey,Hard,A,3,1
20190107,2019,Leonardo Mayer,Matteo Berrettini,Hard,A,3,1
20190107,2019,John Millman,Marton Fucsovics,Hard,A,3,1
20190107,2019,Jan Lennard Struff,Jose Rubin Statham,Hard,A,3,1
20190107,2019,Andrey Rublev,Yoshihito Nishioka,Hard,A,3,0
20190107,2019,David Ferrer,Pablo Carreno Busta,Hard,A,3,0
20190107,2019,Guillermo Garcia Lopez,Diego Schwartzman,Hard,A,3,0
20190107,2019,Joao Sousa,Cameron Norrie,Hard,A,3,0
20190107,2019,Andreas Seppi,Martin Klizan,Hard,A,3,1
20190107,2019,Taylor Fritz,John Isner,Hard,A,3,1
20190107,2019,Guido Andreozzi,Stefanos Tsitsipas,Hard,A,3,0
20190107,2019,Philipp Kohlschreiber,Fabio Fognini,Hard,A,3,1
20190107,2019,Alex De Minaur,Jordan Thompson,Hard,A,3,1
20190107,2019,Tennys Sandgren,Leonardo Mayer,Hard,A,3,1
20190107,2019,John Millman,Gilles Simon,Hard,A,3,0
20190107,2019,Pablo Carreno Busta,Jan Lennard Struff,Hard,A,3,0
20190107,2019,Yoshihito Nishioka,Diego Schwartzman,Hard,A,3,0
20190107,2019,Cameron Norrie,Taylor Fritz,Hard,A,3,1
20190107,2019,Andreas Seppi,Stefanos Tsitsipas,Hard,A,3,1
20190107,2019,Philipp Kohlschreiber,Tennys Sandgren,Hard,A,3,0
20190107,2019,Gilles Simon,Alex De Minaur,Hard,A,3,0
20190107,2019,Cameron Norrie,Jan Lennard Struff,Hard,A,3,1
20190107,2019,Diego Schwartzman,Andreas Seppi,Hard,A,3,0
20190107,2019,Cameron Norrie,Tennys Sandgren,Hard,A,3,0
20190107,2019,Andreas Seppi,Alex De Minaur,Hard,A,3,0
20190114,2019,Mitchell Krueger,Novak Djokovic,Hard,G,5,0
20190114,2019,Jo-Wilfried Tsonga,Martin Klizan,Hard,G,5,1
20190114,2019,Thanasi Kokkinakis,Taro Daniel,Hard,G,5,0
20190114,2019,Pablo Andujar,Denis Shapovalov,Hard,G,5,0
20190114,2019,Cristian Garin,David Goffin,Hard,G,5,0
20190114,2019,Marcel Granollers,Marius Copil,Hard,G,5,0
20190114,2019,Jiri Vesely,Ryan Harrison,Hard,G,5,0
20190114,2019,Lloyd Harris,Daniil Medvedev,Hard,G,5,0
20190114,2019,Fabio Fognini,Jaume Munar,Hard,G,5,1
20190114,2019,Nicolas Jarry,Leonardo Mayer,Hard,G,5,0
20190114,2019,Malek Jaziri,Ilya Ivashka,Hard,G,5,0
20190114,2019,Pablo Carreno Busta,Luca Vanni,Hard,G,5,1
20190114,2019,Philipp Kohlschreiber,Zhe Li,Hard,G,5,1
20190114,2019,Guido Pella,Joao Sousa,Hard,G,5,0
20190114,2019,Ivo Karlovic,Hubert Hurkacz,Hard,G,5,1
20190114,2019,Kamil Majchrzak,Kei Nishikori,Hard,G,5,0
20190114,2019,Alexander Zverev,Aljaz Bedene,Hard,G,5,1
20190114,2019,Ugo Humbert,Jeremy Chardy,Hard,G,5,0
20190114,2019,Alex Bolt,Jack Sock,Hard,G,5,1
20190114,2019,Gilles Simon,Bjorn Fratangelo,Hard,G,5,1
20190114,2019,Hyeon Chung,Bradley Klahn,Hard,G,5,1
20190114,2019,Sam Querrey,Pierre Hugues Herbert,Hard,G,5,0
20190114,2019,Stan Wawrinka,Ernests Gulbis,Hard,G,5,1
20190114,2019,Milos Raonic,Nick Kyrgios,Hard,G,5,1
20190114,2019,Steve Darcis,Borna Coric,Hard,G,5,0
20190114,2019,Marton Fucsovics,Albert Ramos,Hard,G,5,1
20190114,2019,Laslo Djere,Evgeny Donskoy,Hard,G,5,0
20190114,2019,Marco Cecchinato,Filip Krajinovic,Hard,G,5,0
20190114,2019,Mikhail Kukushkin,Lucas Pouille,Hard,G,5,0
20190114,2019,Maximilian Marterer,Gleb Sakharov,Hard,G,5,1
20190114,2019,Mischa Zverev,Alexei Popyrin,Hard,G,5,0
20190114,2019,Dominic Thiem,Benoit Paire,Hard,G,5,1
20190114,2019,Bernard Tomic,Marin Cilic,Hard,G,5,0
20190114,2019,Andrey Rublev,Mackenzie Mcdonald,Hard,G,5,0
20190114,2019,Radu Albot,Michael Mmoh,Hard,G,5,1
20190114,2019,Fernando Verdasco,Miomir Kecmanovic,Hard,G,5,1
20190114,2019,Roberto Bautista Agut,Andy Murray,Hard,G,5,1
20190114,2019,John Millman,Federico Delbonis,Hard,G,5,1
20190114,2019,Tennys Sandgren,Yoshihito Nishioka,Hard,G,5,0
20190114,2019,Peter Gojowczyk,Karen Khachanov,Hard,G,5,0
20190114,2019,Stefanos Tsitsipas,Matteo Berrettini,Hard,G,5,1
20190114,2019,Roberto Carballes Baena,Viktor Troicki,Hard,G,5,0
20190114,2019,Guido Andreozzi,Stefano Travaglia,Hard,G,5,0
20190114,2019,Christopher Eubanks,Nikoloz Basilashvili,Hard,G,5,0
20190114,2019,Gael Monfils,Damir Dzumhur,Hard,G,5,1
20190114,2019,Cameron Norrie,Taylor Fritz,Hard,G,5,0
20190114,2019,Tatsuma Ito,Daniel Evans,Hard,G,5,0
20190114,2019,Denis Istomin,Roger Federer,Hard,G,5,0
20190114,2019,Kevin Anderson,Adrian Mannarino,Hard,G,5,1
20190114,2019,Frances Tiafoe,Prajnesh Gunneswaran,Hard,G,5,1
20190114,2019,Feliciano Lopez,Jordan Thompson,Hard,G,5,0
20190114,2019,Steve Johnson,Andreas Seppi,Hard,G,5,0
20190114,2019,Janko Tipsarevic,Grigor Dimitrov,Hard,G,5,0
20190114,2019,Pablo Cuevas,Dusan Lajovic,Hard,G,5,1
