tourney_date,year,A_name,B_name,surface,tourney_level,best_of,y
20100103,2010,Andy Roddick,Peter Luczak,Hard,A,3,1
20100103,2010,Mischa Zverev,Carsten Ball,Hard,A,3,0
20100103,2010,Jarkko Nieminen,Richard Gasquet,Hard,A,3,0
20100103,2010,Jurgen Melzer,Matthew Ebden,Hard,A,3,0
20100103,2010,Tomas Berdych,Nick Lindahl,Hard,A,3,1
20100103,2010,Marcos Baghdatis,Mardy Fish,Hard,A,3,1
20100103,2010,Harel Levy,Michael Llodra,Hard,A,3,1
20100103,2010,Juan Ignacio Chela,Thomaz Bellucci,Hard,A,3,0
20100103,2010,Sam Querrey,James Blake,Hard,A,3,0
20100103,2010,Philipp Petzschner,Marc Gicquel,Hard,A,3,0
20100103,2010,Florent Serra,Julian Reister,Hard,A,3,1
20100103,2010,Taylor Dent,Gael Monfils,Hard,A,3,0
20100103,2010,Jeremy Chardy,Alejandro Falla,Hard,A,3,0
20100103,2010,Wayne Odesnik,Arnaud Clement,Hard,A,3,1
20100103,2010,Alexandr Dolgopolov,Bernard Tomic,Hard,A,3,1
20100103,2010,Radek Stepanek,John Millman,Hard,A,3,1
20100103,2010,Andy Roddick,Carsten Ball,Hard,A,3,1
20100103,2010,Matthew Ebden,Richard Gasquet,Hard,A,3,0
20100103,2010,Tomas Berdych,Marcos Baghdatis,Hard,A,3,1
20100103,2010,Thomaz Bellucci,Harel Levy,Hard,A,3,1
20100103,2010,Marc Gicquel,James Blake,Hard,A,3,0
20100103,2010,Gael Monfils,Florent Serra,Hard,A,3,1
20100103,2010,Wayne Odesnik,Alejandro Falla,Hard,A,3,1
20100103,2010,Radek Stepanek,Alexandr Dolgopolov,Hard,A,3,1
20100103,2010,Andy Roddick,Richard Gasquet,Hard,A,3,1
20100103,2010,Thomaz Bellucci,Tomas Berdych,Hard,A,3,0
20100103,2010,Gael Monfils,James Blake,Hard,A,3,1
20100103,2010,Wayne Odesnik,Radek Stepanek,Hard,A,3,0
20100103,2010,Tomas Berdych,Andy Roddick,Hard,A,3,0
20100103,2010,Radek Stepanek,Gael Monfils,Hard,A,3,1
20100103,2010,Radek Stepanek,Andy Roddick,Hard,A,3,0
20100104,2010,Robby Ginepri,Robin Soderling,Hard,A,3,1
20100104,2010,Roger Federer,Christophe Rochus,Hard,A,3,1
20100104,2010,Yen Hsun Lu,Lukas Lacko,Hard,A,3,0
20100104,2010,Martin Vassallo Arguello,Evgeny Korolev,Hard,A,3,0
20100104,2010,Daniel Brands,Kevin Kim,Hard,A,3,0
20100104,2010,Andreas Seppi,Oscar Hernandez,Hard,A,3,1
20100104,2010,Dudi Sela,Denis Istomin,Hard,A,3,1
20100104,2010,Albert Montanes,Ernests Gulbis,Hard,A,3,0
20100104,2010,Stan Wawrinka,Rohan Bopanna,Hard,A,3,1
20100104,2010,Nikolay Davydenko,Mikhail Kukushkin,Hard,A,3,1
20100104,2010,Michael Russell,Prakash Amritraj,Hard,A,3,1
20100104,2010,Marco Chiudinelli,Paolo Lorenzi,Hard,A,3,1
20100104,2010,Louk Sorensen,Stephane Robert,Hard,A,3,0
20100104,2010,Benjamin Becker,Daniel Koellerer,Hard,A,3,1
20100104,2010,Santiago Ventura,Michael Berrer,Hard,A,3,0
20100104,2010,Ivo Karlovic,Fabio Fognini,Hard,A,3,1
20100104,2010,Rajeev Ram,Thiemo De Bakker,Hard,A,3,0
20100104,2010,Daniel Gimeno Traver,Viktor Troicki,Hard,A,3,0
20100104,2010,Robin Haase,Tsung Hua Yang,Hard,A,3,1
20100104,2010,Abdulla Hajji,Olivier Rochus,Hard,A,3,0
20100104,2010,Rainer Schuettler,Somdev Devvarman,Hard,A,3,0
20100104,2010,Karim Maamoun,Lukasz Kubot,Hard,A,3,0
20100104,2010,Carlos Moya,Janko Tipsarevic,Hard,A,3,0
20100104,2010,Mikhail Youzhny,Sergiy Stakhovsky,Hard,A,3,0
20100104,2010,Simon Greul,Jan Hajek,Hard,A,3,0
20100104,2010,Steve Darcis,Guillermo Garcia Lopez,Hard,A,3,1
20100104,2010,Santiago Giraldo,Bjorn Phau,Hard,A,3,1
20100104,2010,Younes El Aynaoui,Ryler Deheart,Hard,A,3,1
20100104,2010,Marcel Granollers,James Ward,Hard,A,3,1
20100104,2010,Potito Starace,Frederico Gil,Hard,A,3,1
20100104,2010,Marin Cilic,Igor Kunitsyn,Hard,A,3,1
20100104,2010,Simone Bolelli,Rafael Nadal,Hard,A,3,0
20100104,2010,Lukas Lacko,Robby Ginepri,Hard,A,3,1
20100104,2010,Roger Federer,Evgeny Korolev,Hard,A,3,1
20100104,2010,Kevin Kim,Dudi Sela,Hard,A,3,0
20100104,2010,Ernests Gulbis,Andreas Seppi,Hard,A,3,1
20100104,2010,Michael Russell,Stan Wawrinka,Hard,A,3,0
20100104,2010,Nikolay Davydenko,Marco Chiudinelli,Hard,A,3,1
20100104,2010,Stephane Robert,Michael Berrer,Hard,A,3,0
20100104,2010,Benjamin Becker,Ivo Karlovic,Hard,A,3,0
20100104,2010,Thiemo De Bakker,Robin Haase,Hard,A,3,1
20100104,2010,Viktor Troicki,Olivier Rochus,Hard,A,3,1
20100104,2010,Somdev Devvarman,Janko Tipsarevic,Hard,A,3,0
20100104,2010,Sergiy Stakhovsky,Lukasz Kubot,Hard,A,3,0
20100104,2010,Jan Hajek,Santiago Giraldo,Hard,A,3,0
20100104,2010,Younes El Aynaoui,Steve Darcis,Hard,A,3,0
20100104,2010,Marin Cilic,Marcel Granollers,Hard,A,3,1
20100104,2010,Rafael Nadal,Potito Starace,Hard,A,3,1
20100104,2010,Dudi Sela,Lukas Lacko,Hard,A,3,1
20100104,2010,Ernests Gulbis,Roger Federer,Hard,A,3,0
20100104,2010,Michael Berrer,Stan Wawrinka,Hard,A,3,0
20100104,2010,Nikolay Davydenko,Ivo Karlovic,Hard,A,3,1
20100104,2010,Janko Tipsarevic,Thiemo De Bakker,Hard,A,3,1
20100104,2010,Viktor Troicki,Lukasz Kubot,Hard,A,3,1
20100104,2010,Marin Cilic,Santiago Giraldo,Hard,A,3,1
20100104,2010,Steve Darcis,Rafael Nadal,Hard,A,3,0
20100104,2010,Dudi Sela,Stan Wawrinka,Hard,A,3,0
20100104,2010,Roger Federer,Nikolay Davydenko,Hard,A,3,0
20100104,2010,Marin Cilic,Janko Tipsarevic,Hard,A,3,1
20100104,2010,Rafael Nadal,Viktor Troicki,Hard,A,3,1
20100104,2010,Stan Wawrinka,Marin Cilic,Hard,A,3,0
20100104,2010,Rafael Nadal,Nikolay Davydenko,Hard,A,3,0
20100111,2010,Paolo Lorenzi,Simon Greul,Hard,A,3,0
20100111,2010,Frederico Gil,Potito Starace,Hard,A,3,0
20100111,2010,John Isner,Guillermo Garcia Lopez,Hard,A,3,1
20100111,2010,Feliciano Lopez,Richard Gasquet,Hard,A,3,0
20100111,2010,Juan Monaco,Horacio Zeballos,Hard,A,3,1
20100111,2010,Benjamin Becker,Juan Ignacio Chela,Hard,A,3,1
20100111,2010,Michael Lammer,Daniel Evans,Hard,A,3,1
20100111,2010,Julien Benneteau,Dudi Sela,Hard,A,3,1
20100111,2010,Daniel King Turner,Jose Rubin Statham,Hard,A,3,0
20100111,2010,Pablo Cuevas,Michael Llodra,Hard,A,3,1
20100111,2010,James Lemke,Albert Montanes,Hard,A,3,0
20100111,2010,Igor Andreev,Leonardo Mayer,Hard,A,3,0
20100111,2010,Philipp Kohlschreiber,Inigo Cervantes Huegun,Hard,A,3,1
20100111,2010,Viktor Troicki,Florent Serra,Hard,A,3,1
20100111,2010,Marco Chiudinelli,Thomaz Bellucci,Hard,A,3,0
20100111,2010,Marcos Baghdatis,Nick Lindahl,Hard,A,3,1
20100111,2010,Marc Gicquel,Olivier Rochus,Hard,A,3,1
20100111,2010,Andreas Seppi,Marinko Matosevic,Hard,A,3,1
20100111,2010,Jurgen Melzer,Fabio Fognini,Hard,A,3,1
20100111,2010,Sam Querrey,Evgeny Korolev,Hard,A,3,0
20100111,2010,Florian Mayer,Sebastien Grosjean,Hard,A,3,0
20100111,2010,Carsten Ball,Mardy Fish,Hard,A,3,0
20100111,2010,Jeremy Chardy,Arnaud Clement,Hard,A,3,0
20100111,2010,Jose Acasuso,Peter Luczak,Hard,A,3,0
20100111,2010,Tommy Robredo,Simon Greul,Hard,A,3,1
20100111,2010,Daniel Gimeno Traver,Potito Starace,Hard,A,3,0
20100111,2010,Juan Monaco,John Isner,Hard,A,3,0
20100111,2010,Benjamin Becker,Richard Gasquet,Hard,A,3,0
20100111,2010,Juan Carlos Ferrero,Michael Lammer,Hard,A,3,0
20100111,2010,Julien Benneteau,Taylor Dent,Hard,A,3,1
20100111,2010,Albert Montanes,Jose Rubin Statham,Hard,A,3,1
20100111,2010,Leonardo Mayer,Pablo Cuevas,Hard,A,3,1
20100111,2010,Philipp Kohlschreiber,Thomaz Bellucci,Hard,A,3,1
20100111,2010,Viktor Troicki,Marcos Baghdatis,Hard,A,3,0
20100111,2010,Nicolas Almagro,Marc Gicquel,Hard,A,3,0
20100111,2010,Lleyton Hewitt,Andreas Seppi,Hard,A,3,1
20100111,2010,Sebastien Grosjean,Jurgen Melzer,Hard,A,3,0
20100111,2010,Mardy Fish,Evgeny Korolev,Hard,A,3,1
20100111,2010,Arnaud Clement,David Ferrer,Hard,A,3,1
20100111,2010,Peter Luczak,Tomas Berdych,Hard,A,3,1
20100111,2010,John Isner,Tommy Robredo,Hard,A,3,1
20100111,2010,Potito Starace,Richard Gasquet,Hard,A,3,0
20100111,2010,Albert Montanes,Michael Lammer,Hard,A,3,1
20100111,2010,Leonardo Mayer,Julien Benneteau,Hard,A,3,0
20100111,2010,Marc Gicquel,Philipp Kohlschreiber,Hard,A,3,0
20100111,2010,Marcos Baghdatis,Lleyton Hewitt,Hard,A,3,1
20100111,2010,Jurgen Melzer,Arnaud Clement,Hard,A,3,0
20100111,2010,Peter Luczak,Mardy Fish,Hard,A,3,0
20100111,2010,John Isner,Albert Montanes,Hard,A,3,1
20100111,2010,Richard Gasquet,Julien Benneteau,Hard,A,3,1
20100111,2010,Arnaud Clement,Philipp Kohlschreiber,Hard,A,3,1
20100111,2010,Marcos Baghdatis,Mardy Fish,Hard,A,3,1
20100111,2010,John Isner,Arnaud Clement,Hard,A,3,1
20100111,2010,Richard Gasquet,Marcos Baghdatis,Hard,A,3,0
20100118,2010,Igor Andreev,Roger Federer,Hard,G,5,0
20100118,2010,Victor Hanescu,Juan Ignacio Chela,Hard,G,5,1
20100118,2010,Stephane Robert,Potito Starace,Hard,G,5,1
20100118,2010,Oscar Hernandez,Albert Montanes,Hard,G,5,0
20100118,2010,Lleyton Hewitt,Ricardo Hocevar,Hard,G,5,1
20100118,2010,Donald Young,Christophe Rochus,Hard,G,5,1
20100118,2010,Marcos Baghdatis,Paolo Lorenzi,Hard,G,5,1
20100118,2010,Frederico Gil,David Ferrer,Hard,G,5,0
20100118,2010,Fernando Verdasco,Carsten Ball,Hard,G,5,1
20100118,2010,Dudi Sela,Ivan Sergeyev,Hard,G,5,0
20100118,2010,Rajeev Ram,Stefan Koubek,Hard,G,5,0
20100118,2010,Ivan Dodig,Juan Carlos Ferrero,Hard,G,5,1
20100118,2010,Ernests Gulbis,Juan Monaco,Hard,G,5,0
20100118,2010,Michael Llodra,Martin Vassallo Arguello,Hard,G,5,1
20100118,2010,Carlos Moya,Illya Marchenko,Hard,G,5,0
20100118,2010,Dieter Kindlmann,Nikolay Davydenko,Hard,G,5,0
20100118,2010,Daniel Gimeno Traver,Novak Djokovic,Hard,G,5,0
20100118,2010,Marco Chiudinelli,Marinko Matosevic,Hard,G,5,1
20100118,2010,Kristof Vliegen,Michael Berrer,Hard,G,5,0
20100118,2010,Denis Istomin,Jeremy Chardy,Hard,G,5,1
20100118,2010,Mikhail Youzhny,Richard Gasquet,Hard,G,5,1
20100118,2010,Jan Hajek,Robby Ginepri,Hard,G,5,1
20100118,2010,Mischa Zverev,Lukasz Kubot,Hard,G,5,0
20100118,2010,Tommy Robredo,Santiago Giraldo,Hard,G,5,0
20100118,2010,Jo-Wilfried Tsonga,Sergiy Stakhovsky,Hard,G,5,1
20100118,2010,Fabio Fognini,Taylor Dent,Hard,G,5,0
20100118,2010,Janko Tipsarevic,Ryan Harrison,Hard,G,5,1
20100118,2010,Simon Greul,Tommy Haas,Hard,G,5,0
20100118,2010,Nicolas Almagro,Xavier Malisse,Hard,G,5,1
20100118,2010,Grega Zemlja,Benjamin Becker,Hard,G,5,0
20100118,2010,Alejandro Falla,Marcos Daniel,Hard,G,5,1
20100118,2010,Robin Soderling,Marcel Granollers,Hard,G,5,0
20100118,2010,Andy Roddick,Thiemo De Bakker,Hard,G,5,1
20100118,2010,Thomaz Bellucci,Teymuraz Gabashvili,Hard,G,5,1
20100118,2010,Feliciano Lopez,Pablo Cuevas,Hard,G,5,1
20100118,2010,Sam Querrey,Rainer Schuettler,Hard,G,5,0
20100118,2010,Robin Haase,Tomas Berdych,Hard,G,5,0
20100118,2010,Evgeny Korolev,Daniel Brands,Hard,G,5,1
20100118,2010,Sebastien Grosjean,Marsel Ilhan,Hard,G,5,0
20100118,2010,Olivier Rochus,Fernando Gonzalez,Hard,G,5,0
20100118,2010,Fabrice Santoro,Marin Cilic,Hard,G,5,0
20100118,2010,Guillaume Rufin,Bernard Tomic,Hard,G,5,0
20100118,2010,Igor Kunitsyn,Jose Acasuso,Hard,G,5,1
20100118,2010,Stan Wawrinka,Guillermo Garcia Lopez,Hard,G,5,1
20100118,2010,Nicolas Lapentti,Viktor Troicki,Hard,G,5,0
20100118,2010,Philipp Petzschner,Florian Mayer,Hard,G,5,0
20100118,2010,Arnaud Clement,James Blake,Hard,G,5,0
20100118,2010,Juan Martin del Potro,Michael Russell,Hard,G,5,1
20100118,2010,Andy Murray,Kevin Anderson,Hard,G,5,1
20100118,2010,Simone Bolelli,Marc Gicquel,Hard,G,5,0
20100118,2010,Nick Lindahl,Jarkko Nieminen,Hard,G,5,0
20100118,2010,Jurgen Melzer,Florent Serra,Hard,G,5,0
20100118,2010,Andreas Seppi,John Isner,Hard,G,5,0
20100118,2010,Yen Hsun Lu,Louk Sorensen,Hard,G,5,0
20100118,2010,Antonio Veic,Daniel Koellerer,Hard,G,5,1
20100118,2010,Gael Monfils,Matthew Ebden,Hard,G,5,1
20100118,2010,Radek Stepanek,Ivo Karlovic,Hard,G,5,0
20100118,2010,David Guez,Julien Benneteau,Hard,G,5,0
20100118,2010,Andrey Golubev,Mardy Fish,Hard,G,5,1
20100118,2010,Ivan Ljubicic,Jason Kubler,Hard,G,5,1
20100118,2010,Horacio Zeballos,Philipp Kohlschreiber,Hard,G,5,0
20100118,2010,Wayne Odesnik,Blaz Kavcic,Hard,G,5,1
20100118,2010,Lukas Lacko,Leonardo Mayer,Hard,G,5,1
20100118,2010,Peter Luczak,Rafael Nadal,Hard,G,5,0
20100118,2010,Victor Hanescu,Roger Federer,Hard,G,5,0
20100118,2010,Stephane Robert,Albert Montanes,Hard,G,5,0
20100118,2010,Lleyton Hewitt,Donald Young,Hard,G,5,1
20100118,2010,David Ferrer,Marcos Baghdatis,Hard,G,5,0
20100118,2010,Fernando Verdasco,Ivan Sergeyev,Hard,G,5,1
20100118,2010,Stefan Koubek,Ivan Dodig,Hard,G,5,1
20100118,2010,Michael Llodra,Juan Monaco,Hard,G,5,0
20100118,2010,Illya Marchenko,Nikolay Davydenko,Hard,G,5,0
20100118,2010,Marco Chiudinelli,Novak Djokovic,Hard,G,5,0
20100118,2010,Michael Berrer,Denis Istomin,Hard,G,5,0
20100118,2010,Jan Hajek,Mikhail Youzhny,Hard,G,5,0
20100118,2010,Lukasz Kubot,Santiago Giraldo,Hard,G,5,1
20100118,2010,Jo-Wilfried Tsonga,Taylor Dent,Hard,G,5,1
20100118,2010,Tommy Haas,Janko Tipsarevic,Hard,G,5,1
20100118,2010,Nicolas Almagro,Benjamin Becker,Hard,G,5,1
20100118,2010,Marcel Granollers,Alejandro Falla,Hard,G,5,0
20100118,2010,Andy Roddick,Thomaz Bellucci,Hard,G,5,1
20100118,2010,Rainer Schuettler,Feliciano Lopez,Hard,G,5,0
20100118,2010,Tomas Berdych,Evgeny Korolev,Hard,G,5,0
20100118,2010,Marsel Ilhan,Fernando Gonzalez,Hard,G,5,0
20100118,2010,Bernard Tomic,Marin Cilic,Hard,G,5,0
20100118,2010,Igor Kunitsyn,Stan Wawrinka,Hard,G,5,0
20100118,2010,Florian Mayer,Viktor Troicki,Hard,G,5,1
20100118,2010,Juan Martin del Potro,James Blake,Hard,G,5,1
20100118,2010,Marc Gicquel,Andy Murray,Hard,G,5,0
20100118,2010,Florent Serra,Jarkko Nieminen,Hard,G,5,1
20100118,2010,John Isner,Louk Sorensen,Hard,G,5,1
20100118,2010,Antonio Veic,Gael Monfils,Hard,G,5,0
20100118,2010,Ivo Karlovic,Julien Benneteau,Hard,G,5,1
20100118,2010,Andrey Golubev,Ivan Ljubicic,Hard,G,5,0
20100118,2010,Wayne Odesnik,Philipp Kohlschreiber,Hard,G,5,0
20100118,2010,Lukas Lacko,Rafael Nadal,Hard,G,5,0
20100118,2010,Roger Federer,Albert Montanes,Hard,G,5,1
20100118,2010,Lleyton Hewitt,Marcos Baghdatis,Hard,G,5,1
20100118,2010,Stefan Koubek,Fernando Verdasco,Hard,G,5,0
20100118,2010,Nikolay Davydenko,Juan Monaco,Hard,G,5,1
20100118,2010,Denis Istomin,Novak Djokovic,Hard,G,5,0
20100118,2010,Mikhail Youzhny,Lukasz Kubot,Hard,G,5,0
20100118,2010,Tommy Haas,Jo-Wilfried Tsonga,Hard,G,5,0
20100118,2010,Nicolas Almagro,Alejandro Falla,Hard,G,5,1
20100118,2010,Andy Roddick,Feliciano Lopez,Hard,G,5,1
20100118,2010,Evgeny Korolev,Fernando Gonzalez,Hard,G,5,0
20100118,2010,Marin Cilic,Stan Wawrinka,Hard,G,5,1
20100118,2010,Juan Martin del Potro,Florian Mayer,Hard,G,5,1
20100118,2010,Florent Serra,Andy Murray,Hard,G,5,0
20100118,2010,Gael Monfils,John Isner,Hard,G,5,0
20100118,2010,Ivan Ljubicic,Ivo Karlovic,Hard,G,5,0
20100118,2010,Philipp Kohlschreiber,Rafael Nadal,Hard,G,5,0
20100118,2010,Roger Federer,Lleyton Hewitt,Hard,G,5,1
20100118,2010,Fernando Verdasco,Nikolay Davydenko,Hard,G,5,0
20100118,2010,Lukasz Kubot,Novak Djokovic,Hard,G,5,0
20100118,2010,Jo-Wilfried Tsonga,Nicolas Almagro,Hard,G,5,1
20100118,2010,Fernando Gonzalez,Andy Roddick,Hard,G,5,0
20100118,2010,Juan Martin del Potro,Marin Cilic,Hard,G,5,0
20100118,2010,John Isner,Andy Murray,Hard,G,5,0
20100118,2010,Ivo Karlovic,Rafael Nadal,Hard,G,5,0
20100118,2010,Nikolay Davydenko,Roger Federer,Hard,G,5,0
20100118,2010,Jo-Wilfried Tsonga,Novak Djokovic,Hard,G,5,1
20100118,2010,Marin Cilic,Andy Roddick,Hard,G,5,1
20100118,2010,Rafael Nadal,Andy Murray,Hard,G,5,0
20100118,2010,Jo-Wilfried Tsonga,Roger Federer,Hard,G,5,0
20100118,2010,Marin Cilic,Andy Murray,Hard,G,5,0
20100118,2010,Andy Murray,Roger Federer,Hard,G,5,0
20100201,2010,Dominik Hrbaty,Gael Monfils,Hard,A,3,0
20100201,2010,Oscar Hernandez,Fernando Gonzalez,Clay,A,3,0
20100201,2010,Jan Hajek,Marin Cilic,Hard,A,3,0
20100201,2010,Harel Levy,Josselin Ouanna,Hard,A,3,0
20100201,2010,Victor Crivoi,Ruben Ramirez Hidalgo,Clay,A,3,0
20100201,2010,Andrey Golubev,Daniel Koellerer,Hard,A,3,0
20100201,2010,David Guez,Raven Klaasen,Hard,A,3,0
20100201,2010,Marcel Granollers,Martin Vassallo Arguello,Clay,A,3,1
20100201,2010,Alexandre Sidorenko,Ruben Bemelmans,Hard,A,3,1
20100201,2010,Yen Hsun Lu,Jarkko Nieminen,Hard,A,3,1
20100201,2010,Horacio Zeballos,Lukasz Kubot,Clay,A,3,0
20100201,2010,Ivo Karlovic,Antonio Veic,Hard,A,3,1
20100201,2010,Feliciano Lopez,Benjamin Balleret,Hard,A,3,1
20100201,2010,Nicolas Lapentti,Thomaz Bellucci,Clay,A,3,0
20100201,2010,Jurgen Melzer,Daniel Brands,Hard,A,3,1
20100201,2010,Thierry Ascione,Blaz Kavcic,Hard,A,3,0
20100201,2010,Paul Capdeville,Cristobal Saavedra Corvalan,Clay,A,3,1
20100201,2010,Olivier Rochus,Igor Kunitsyn,Hard,A,3,1
20100201,2010,Fritz Wolmarans,Bjorn Phau,Hard,A,3,0
20100201,2010,Eduardo Schwank,Paolo Lorenzi,Clay,A,3,1
20100201,2010,Illya Marchenko,Simone Bolelli,Hard,A,3,1
20100201,2010,Rik De Voest,Rajeev Ram,Hard,A,3,0
20100201,2010,Hans Podlipnik Castillo,Jose Acasuso,Clay,A,3,0
20100201,2010,Ivan Dodig,Evgeny Korolev,Hard,A,3,1
20100201,2010,Brendan Evans,Stephane Robert,Hard,A,3,0
20100201,2010,Joao Souza,Simon Greul,Clay,A,3,1
20100201,2010,Michael Berrer,Janko Tipsarevic,Hard,A,3,1
20100201,2010,Noam Okun,Izak Van Der Merwe,Hard,A,3,0
20100201,2010,Santiago Ventura,Pere Riba,Clay,A,3,0
20100201,2010,Ilija Bozoljac,Petar Jelenic,Hard,A,3,0
20100201,2010,Steve Darcis,Laurent Recouderc,Hard,A,3,0
20100201,2010,Marcos Daniel,Alberto Martin,Clay,A,3,0
20100201,2010,Mischa Zverev,Mikhail Kukushkin,Hard,A,3,0
20100201,2010,Dustin Brown,Marco Chiudinelli,Hard,A,3,1
20100201,2010,Pablo Cuevas,Ricardo Mello,Clay,A,3,0
20100201,2010,Viktor Troicki,Rainer Schuettler,Hard,A,3,1
20100201,2010,Somdev Devvarman,Xavier Malisse,Hard,A,3,1
20100201,2010,Peter Luczak,Potito Starace,Clay,A,3,1
20100201,2010,Benjamin Becker,Andreas Vinciguerra,Hard,A,3,1
20100201,2010,Alexandr Dolgopolov,Thiago Alves,Hard,A,3,0
20100201,2010,Juan Martin Aranguren,David Marrero,Clay,A,3,0
20100201,2010,Christophe Rochus,Philipp Petzschner,Hard,A,3,0
20100201,2010,Filip Prpic,Ivan Navarro,Hard,A,3,1
20100201,2010,Juan Ignacio Chela,Jorge Aguilar,Clay,A,3,1
20100201,2010,Lukas Lacko,Denis Istomin,Hard,A,3,1
20100201,2010,David Ferrer,Karol Beck,Hard,A,3,1
20100201,2010,Nicolas Massu,Juan Monaco,Clay,A,3,0
20100201,2010,Arnaud Clement,Ivan Ljubicic,Hard,A,3,0
20100201,2010,Josselin Ouanna,Gael Monfils,Hard,A,3,0
20100201,2010,Fernando Gonzalez,Ruben Ramirez Hidalgo,Clay,A,3,1
20100201,2010,Daniel Koellerer,Marin Cilic,Hard,A,3,0
20100201,2010,Raven Klaasen,Yen Hsun Lu,Hard,A,3,0
20100201,2010,Lukasz Kubot,Marcel Granollers,Clay,A,3,0
20100201,2010,Alexandre Sidorenko,Ivo Karlovic,Hard,A,3,0
20100201,2010,Feliciano Lopez,Blaz Kavcic,Hard,A,3,1
20100201,2010,Thomaz Bellucci,Paul Capdeville,Clay,A,3,1
20100201,2010,Jurgen Melzer,Olivier Rochus,Hard,A,3,1
20100201,2010,Bjorn Phau,Rajeev Ram,Hard,A,3,0
20100201,2010,Eduardo Schwank,Jose Acasuso,Clay,A,3,1
20100201,2010,Illya Marchenko,Ivan Dodig,Hard,A,3,1
20100201,2010,Stephane Robert,Izak Van Der Merwe,Hard,A,3,1
20100201,2010,Joao Souza,Pere Riba,Clay,A,3,1
20100201,2010,Petar Jelenic,Michael Berrer,Hard,A,3,0
20100201,2010,Laurent Recouderc,Dustin Brown,Hard,A,3,0
20100201,2010,Alberto Martin,Ricardo Mello,Clay,A,3,1
20100201,2010,Viktor Troicki,Mikhail Kukushkin,Hard,A,3,1
20100201,2010,Somdev Devvarman,Thiago Alves,Hard,A,3,1
20100201,2010,Peter Luczak,David Marrero,Clay,A,3,1
20100201,2010,Philipp Petzschner,Benjamin Becker,Hard,A,3,1
20100201,2010,David Ferrer,Filip Prpic,Hard,A,3,1
20100201,2010,Juan Monaco,Juan Ignacio Chela,Clay,A,3,1
20100201,2010,Ivan Ljubicic,Lukas Lacko,Hard,A,3,0
20100201,2010,Yen Hsun Lu,Gael Monfils,Hard,A,3,0
20100201,2010,Fernando Gonzalez,Marcel Granollers,Clay,A,3,1
20100201,2010,Marin Cilic,Ivo Karlovic,Hard,A,3,1
20100201,2010,Rajeev Ram,Feliciano Lopez,Hard,A,3,0
20100201,2010,Eduardo Schwank,Thomaz Bellucci,Clay,A,3,0
20100201,2010,Illya Marchenko,Jurgen Melzer,Hard,A,3,0
20100201,2010,Dustin Brown,Stephane Robert,Hard,A,3,0
20100201,2010,Joao Souza,Alberto Martin,Clay,A,3,1
20100201,2010,Michael Berrer,Viktor Troicki,Hard,A,3,1
20100201,2010,Somdev Devvarman,David Ferrer,Hard,A,3,0
20100201,2010,Juan Monaco,Peter Luczak,Clay,A,3,1
20100201,2010,Lukas Lacko,Philipp Petzschner,Hard,A,3,0
20100201,2010,Gael Monfils,Feliciano Lopez,Hard,A,3,0
20100201,2010,Fernando Gonzalez,Thomaz Bellucci,Clay,A,3,0
20100201,2010,Marin Cilic,Jurgen Melzer,Hard,A,3,1
20100201,2010,David Ferrer,Stephane Robert,Hard,A,3,0
20100201,2010,Juan Monaco,Joao Souza,Clay,A,3,1
20100201,2010,Philipp Petzschner,Michael Berrer,Hard,A,3,0
20100201,2010,Stephane Robert,Feliciano Lopez,Hard,A,3,0
20100201,2010,Thomaz Bellucci,Juan Monaco,Clay,A,3,1
20100201,2010,Michael Berrer,Marin Cilic,Hard,A,3,0
20100208,2010,Eduardo Schwank,Juan Carlos Ferrero,Clay,A,3,0
20100208,2010,Novak Djokovic,Sergiy Stakhovsky,Hard,A,3,1
20100208,2010,Andy Roddick,Ryler Deheart,Hard,A,3,1
20100208,2010,Nicolas Massu,Rogerio Dutra Silva,Clay,A,3,1
20100208,2010,Marco Chiudinelli,Michael Llodra,Hard,A,3,1
20100208,2010,Leonardo Mayer,Ernests Gulbis,Hard,A,3,1
20100208,2010,Peter Luczak,Juan Ignacio Chela,Clay,A,3,0
20100208,2010,Florian Mayer,Janko Tipsarevic,Hard,A,3,1
20100208,2010,Jarkko Nieminen,Lars Poerschke,Hard,A,3,1
20100208,2010,Ricardo Hocevar,Carlos Berlocq,Clay,A,3,0
20100208,2010,Tommy Robredo,Robin Haase,Hard,A,3,1
20100208,2010,Wayne Odesnik,Tomas Berdych,Hard,A,3,0
20100208,2010,Thomaz Bellucci,Thiago Alves,Clay,A,3,1
20100208,2010,Gael Monfils,Olivier Rochus,Hard,A,3,1
20100208,2010,Radek Stepanek,Xavier Malisse,Hard,A,3,0
20100208,2010,Santiago Ventura,Daniel Gimeno Traver,Clay,A,3,0
20100208,2010,Jan Hajek,Thiemo De Bakker,Hard,A,3,0
20100208,2010,Kyu Tae Im,Michael Russell,Hard,A,3,0
20100208,2010,Paolo Lorenzi,Ricardo Mello,Clay,A,3,0
20100208,2010,Marsel Ilhan,Guillermo Garcia Lopez,Hard,A,3,1
20100208,2010,Taylor Dent,Alex Bogomolov Jr,Hard,A,3,1
20100208,2010,Joao Souza,Victor Hanescu,Clay,A,3,0
20100208,2010,Andrey Golubev,Mikhail Youzhny,Hard,A,3,0
20100208,2010,Teymuraz Gabashvili,Sam Querrey,Hard,A,3,0
20100208,2010,Pablo Cuevas,Filippo Volandri,Clay,A,3,1
